listing_id,comments
1377,"Fun fun fun; Fun home with gorgeous pool and patio!; Fun home, great pool. W great bedding, friendly homeowner. Very private place. Extremely close to wilton mannors night life. Deff. Recommend"
1378,Fun place to go with a group or multiple families. Nicely furnished and set up
1379,"Fun place to relax after our cruise. Jim was a great host and very available for questions. Location is close to airport and cruise port.; Fun place to stay. The pool and outside area we especially liked. The bed was comfortable. The airconditioning was a bit noisy.; Fun place to stay. Eric was friendly. Gorgeous place.; Fun place!; Fun spot in a great location in Ft Lauderdale. Only about 2 miles to the beach, and Jim let us borrow some bikes for the commute. Jim was around to answer questions and give recommendations. The pool is a great place to hang out at, we spent at least an h; Fun stay, great value, awesome host.; Fun trip, accommodations were great!"
1380,"Fun, friendly place SO close to the airport. Easy check-in, quick responses and suggestions for eating out. Cute little dogs that we never heard bark once. Melissa and Sam are nice and welcoming. Great yard and outdoor spaces.; futon was very comfortable and the room has more than enough space for two people. Andrea and Jason were very very nice hosts and did not disturb us at all. Thank you!; Future travelers- this place is a gem! Close enough to everything you would need. We drove to Hollywood beach easily and had a great SUP tour through the mangroves ( we highly recommend book with Carlos ) about 30mins from Lorraine and Greg’s place. T; Future travelers: All the reviews praising this condo and area are spot-on. There was the occasional “ Skunk�? smell that filled the room and I was told the 10% discount to tiki bar only applied to owners. I’d come back 100%; FYI, the only parking option is the valet parking which is $8 per day.; Gabe is fantastic host . Quick response for everything we needed . The home had everything you need and centrally located . My son loved the hot tub and pool.; Gabe was absolutely Amazing!!! We gave couldn't ask for and better house and a great Humble Host. We cant wait to come back and stay again. Gabriel was so on point that I went and use the oven and didnt know if it was off or not and I told him to please"
1381,"Gabe was an outstanding host and the House was great. The back yard with pool and the hot tub were wonderful amenities. I would highly recommend this property for your trip to the Miami/ft Lauderdale area.; Gabe’s House was great and clean and loved the spa and pool. He was very helpful and came by to show us the House.; Gabriel is a fantastic host who takes great care of his guests. The house with its pool and garden is perfect for a family with kids.; Gabriel is a really nice host. We had a great time in his wonderful house. It looks exactly like the pictures show. We loved the pool and the hot tub, of course!; Gabriel is a very good host: he is very communicative and responsive. His home is very centrally located.; Gabriel made us feel very welcome and comfortable in his home. He was informative about events and eateries in the area, what to see and when to avoid traffic in certain areas to make the most of our time. The fridge was stocked with fruit and juice and G; Gabriel was a fantastic host. He responded quickly to every question and made finding, getting into, and staying at his lovely home an absolute breeze. The place has everything you could want, including (especially) a very comfortable bed--firm but with"
1382,
1383,"Gabriel was a fantastic host. He welcomed us and even left some treats for us. The home was exactly as listed. We spent most of our time outside enjoying the hot tub and pool. Gabriel was very helpful with questions and really wanted us to have a good; Gabriel was a lovely host. He was accommodating, flexible, and was always available if we needed anything at all. The place truly feels like a home. The decorating is simple and tasteful; the house is spotless and well laid out. It is a great value and ha; Gabriel was an amazing host!! From accommodating us with an early check in, to surprising us with groceries in the house, to giving us information about things to do in the area, to being accessible whenever we had any questions, and even accommodating us; Gabriel was the perfect host, and his house was the perfect place for a weekend trip. The pool area is unbeatable for lounging in the sun, and we were able to walk to the local bars and restaurants on the main drag in Wilton Manors. Highly recommended hos"
1384,"Gabriel was very accommodating. We arrived late and he left easy to find information and access for us. The house was smaller than we originally expected but once we adjusted, it turned out to be perfect for us. Grocery store was convenient and the poo; Gabriel was very attentive, anything I needed was a phone call away, great location with nice relaxing home features.; Gabriel was very responsive and accommodating. He provided excellent information. Great space and great pool. Enjoyed our stay!; Gabriel was wonderful! We really loved the place, it was sad to leave! Would definitely recommend to anyone and will certainly stay here again if the opportunity ever arises again!; Gabriel... You did our vacation so comfortable and the girls said just WOW!! when we opened the door to the house. It was a clean and nice home and we appreciated very much that you had a washingmachine and tumbledryer.If we return we will coming ba; Gabriel's house was move-in ready: clean and stocked with everything you needed to start relaxing and having fun. Thekitchen was spacious with all kinds of cupboards and counter space. You could eat at the island or out in the sunroom and have a full vie; Gabriel's place is perfect. Comfortable bed, private backyard, pool and hot tub, comfortable furniture, and everything you'd expect in a premium property. We'd definitely stay again!"
1385,"Gabriel’s place is fantastic- exactly as pictured and more, since the beds were supremely comfy and the pool water was the perfect temperature. He was a wonderful host, very responsive and helpful in making sure the pool was regularly serviced and trash"
1386,"Gadasai was a nice guy, very welcome and everything was prepared for the stay.The apartment is very close to malls and grocery stores.The room itself was convinient, however be aware that you will be not alone there. Gadasai lives there as well and al; Gadi is the best host. I could say he makes you feel better than home. About the bedroom is exactly as shown in pictures; very clean and cozy. He let you use other spaces within the house. Book with Gadi!; Gadi was a super kind host. Unfortunately, the house was ok; not as clean as expected but the host was nice and took care of any issues.Unlike the other guests, I was never offered soda or water but I bought my own anyway.The room was spacious and mos; Gadisa's place was comfortable and he received us at the door.; Gadisai & Katerina we’re so accommodating they went above and beyond. We had a little emergency and they sprang into action to help! Would definitely recommend this place ten times over!; Gadisai & Katerina were wonderful hosts. Quick responses, very warm and welcoming, and suggested some fun spots in the Hollywood area and in Miami as well (go check out Mango’s Tropical Cafe!) . Their home is very cute and quaint and in a nice, quiet ar; Gadisai and Katerina are friendly and great hosts. Their place is close to Hollywood beach and central to Fort Lauderdale and Miami. Love staying there."
1387,"Gadisai and Katerina were amazing hosts. Very friendly and helped with any thing I needed. Gadisai even let me use his vacuum to vacuum the sand out of my rental car.; Gadisai and Katerina were relly nice hosts. Very kind people with very good intentions. Downtown Hollywood is eight blocks away. Nice area.; Gadisai and Katerina's place was nicr and clean. I only met Gadisai. He was very polite and assisting. The bed was comfortable. I didn't use any other area except the bathroom - which also clean. Overall, I enjoyed my stay.Above all else, CHRIST LOVES Y; Gadisai and Katrina are lovely people and wonderful hosts!The neighborhood and home are pretty quiet. There are 3 grocery stores in walking distance. The bus is a five minute walk from the home. Young’s Circle with retail stores, banks, restaurants et; Gadisai is a FANTASTIC host! Very warm-hearted, welcoming and willing to help you have whatever you need or want. I saw all of the 5-star reviews and wanted to see for myself. I was not disappointed. As a host, I learned things from Gadisai and really; Gadisai is a good host.; Gadisai is a great host, friendly and helpful. His place is very comfortable and neat, near to public transportation, the beach, restaurants, and coffee places; walking distance to supermarkets. I will definitely stay here again."
1388,"Gadisai is a great host! Very polite and motivated, to make the guests the best stay. He works all day, so we dont see him much. In the other guestroom was another guy from Northern germany, which felt like home. One point less because it could have been; Gadisai is a lovely person and the home is perfect.; Gadisai is a nice guy, very friendly. The house is in a quiet/safe neighborhood, the room is clean. The price is affordable, and worth it.; Gadisai is a perfect host! Friendly, helpful and makes everything for guests can feel them self like home.I stayed for 2 nights, everything was nice!; Gadisai is a very friendly guy. He is ready to help in anything you need. The house offers enough privacy and is located in a very quiet neighborhood.; Gadisai is a very nice and helpful person. The small room is as described; no closet but enough furniture to put all my stuff on top, a couple of drawers, and a little table that I used as a desk. Location is excellent. Nice neighborhood. I appreciate; Gadisai is a very pious and friendly host, helpful and makes everything for guests can feel them self like home.. Always help with adviceAn excellent and clean room for couples, there is a lock on the door. In the house you can use all amenities, there is"
1389,"Gadisai is a wonderful Host , very accommodating. Gadisai's home is centrally located to casino, downtown Hollywood and the Beach. I've already booked my next visit at The Rodman house. Thanks!!; Gadisai is a wonderful host and made sure I knew where everything was when I checked in. The room is cosy and the kitchen and living room are also easily accessible. There is a supermarket nearby and a wonderful cuban restaurant. Overall it was a great st; Gadisai is always a good host. I have stayed with him several times and will continue to book him whenever he has available room.; Gadisai is always fantastic. He is a great host.; Gadisai is an awesome guy! He is very easy-going and helpful. He makes you feel at home. The place is very centrally located and there are grocery stores and restaurants in walking distance. The room is also very comfortable. Definitely recommended!; Gadisai is very quiet, friendly and accommodating. Really close to area attractions and everything you might want or need. Not a fancy place but if you're not stuck on that, you cannot stay at a better place in the area for the money.; Gadisai was a gracious host. Very good communication and was very welcoming!ProsBudget friendlyGood location: close to downtownStreet parkingAccess to houseCons1) cleanliness: house is a 3 bedroom and 1 bath. Host lives in 1 and 2 rooms are air b"
1390,"Gadisai was a great host and very helpful! It was very central to where I needed to go. He was very accessible and easy to talk to. I would recommend staying here!; Gadisai was a kind and wonderful host who met us at the door when we had to make a quick reservation. The room was roomy and comfortable with lots of storage and there was a comforter on the bed for extra warmth. a nice big kitchen and a piano in the foy; Gadisai was a nice and friendly host. The house was clean and cozy and I was very satisfied. My 3year old son enjoyed the stay very much. He played the piano and had a very nice deep sleep in Gadisai house.; Gadisai was a very good host, he took us in last minute and answered us promptly every time.; Gadisai was a very welcoming and gracious host! I felt very relaxed and comfortable at his place. I also appreciated receiving such a good value on my stay. Gadisai offers a generous selection of complementary drinks from his fridge and laundry. He's; Gadisai was a welcoming host. My flight arrived so early, but he welcomed me happily, which i really appreciate. The home is close to FLL airport. markets are near to the place for groceries. I would go there for sure again, if went to Miami.; Gadisai was always in contact with me and nice down to earth guy. Room was exactly the way it looked and whole house was bigger than expected."
1391,"Gadisai was an amazing host. Very nice. Gave me plenty of places to check out.; Gadisai was an excellent host right from the outset. He willingly accommodated my fluctuating schedule and helped me arrange transportation. The room was comfortable and the house is not too far from the beaches.; Gadisai was available at any time for assistance, even when not at home, and was providing with all we need for our stay !; Gadisai was awesome and friendly, he made us feel welcome. Glad we stayed there and not somewhere else! Had a great time in Florida!; Gadisai was extremely nice and helpful. We arrived in the middle of the night and he was there to help and to show us our room. We had a calm and nice stay! The place is close to Hollywood beach (10 min by car) with a great nightlife; and close to our fav; Gadisai was great - gave good tips about the area. House is reasonable walking distance from stores and stuff to do, which is about as good as it gets in this part of Florida. Good option if you're on a budget.; Gadisai was really nice and helpful guy and the room was exactly like described. Not far away from the center or beach but still really peaceful area to sleep after a long day. I recommend this!"
1392,"Gadisai was so lovely! This place is a good value for the price point. It’s close to supermarkets and restaurants, and a short walk to the trolley stop that will take you to the beach. Very easy check-in process, would stay here again!; Gadisai was very friendly. The location is awesome. 5$ uber to the beach, 15 min walk to young circle. At young circle they have face paint, music, balloon animals and other fun activities for kids every Friday. Also a water splash pad and playground. Ac; Gadisai was very helpful, kind and accommodating and I would definitively stay with him again.; Gadisai was very kind, welcoming, and responsive. This place was a great value for our short stay."
1393,"Gadisai was very nice and helped me with my bags when I showed up. He had water and soda for me in the fridge. I wasn't there much at all since I worked most of the day. I felt very welcomed and he is very easy going and friendly.; Gadisai wasn't in town but he was very accommodating to our needs as we were there to deal with my wife's mother. We will stay there again if we have to go back to deal with mother in law or just possibly just to go to the beach for a vacation.; Gadisai, is a great host he really went out his way to make me feel at home.Thanks for a great stay...; Gadisai's home is a perfect place to sleep and prepare for a day of conference presentations. The value is unbeatable. As some reviews have mentioned, this is a small space. However, if you're simply looking for a place to sleep, I'd highly recommend this; Gadisai's place is very convenient. It is close to a supermarket, fruit shop and a cafe. Walking distance to down town. The house is located in a quiet street. Though the house is old, it is clean inside. Gadisai is a very friendly person. He is helpful; Gadisai's place was exactly as described. He was kind enough to let me bring my cat to his place as well. Would definitely recommend!; Gadisai's place was very nice. Room was as describe. Very peaceful, and private spot."
1394,"Gadisai’s place is a simple, comfortable and affordable place to stay. His open and kind character makes your stay easy, feeling free to use the kitchen, living-room and restroom. A good pick if you’re looking for a place to sleep and spend the rest o; Gadisia is a good host and keeps his place clean as noted and is close to many restaurants. The beach is a couple of miles away. we will be back to stay with him in the future. BTW this was our second time at his place>; Gaia is a great host! She was very helpful and co operative. The apartment was just as described. The apartment is situated in a quiet and pretty neigbourhood.We thought we could do without a car, but we find out that a car is very handy: by walking you; Gaia met me the day of arrival and gave a thorough and efficient briefing on the cottage, how to turn on the wi-fi, how to control the temperatures, etc. She was gracious and welcoming.The cottage was perfect for me. The spacious bedroom and kitchenet; Gaia's place is excellent. The place is deceptively big, with 2 full bedrooms and baths, and a well appointed kitchen. The amenities are such a welcomed bonus and the neighborhood is great. Easy morning walks by the river and a quick jaunt to restauran; Gail is very responsive to any needs that might arise. Her home is very clean and beautifully furnished. Everything that could make your vacation comfortable is at your fingertips. Whenever we reached for anything at all, it was always there. The loca; Gail was an excellent host. Her him is beautiful, cozy, and inviting! There is a ton of natural light throughout the house which is a huge plus! Showers are lovely! Bedrooms are clean & cozy. Gail was easily accessible via text/phone! Highly recommend sta"
1395,"Gail was attentive immediately whether I called, emailed or texted. The property was perfect for our family. Exactly how described and more. Easy access to shopping, restaurants, and the beach.; Gail was great and the house was beautiful- perfect for a family, couple or singles. Lots of space and very modern.; Gail was very attentive and replied promptly whenever there was a problem. The house had everything we needed. Thank you!; Gail's place was fantastic. It was spotless and just as she described. Her home is open and with lots of light, which is great to enjoy the Florida sunshine. The kitchen is stocked with every amenity and appliance anyone would ever need. The outdoor a; Gails house was immaculate! She had everything we could have needed or wanted. Enough towels for 7 of us to be showering all weekend! The decor was beautiful, very clean home. It's close to everything and we had a lovely time entertaining friends. Some of; Garuda is a great and responsive host. Location is convenient to all South Florida has to offer; Gary & Lorraine are great hosts; very helpful and friendly. Their pool is lovely and we enjoyed using it and sitting outside by the pool to eat breakfast and dinner! Our room was lovely and comfortable. One caution, they are smokers, outside on lanai. If"
1396,"Gary and Myriam were such wonderful hosts! My family had an amazing time and their home did not disappoint! We would definitely recommend this home if you're in the Hollywood Beach area!; Gary was a wonderful host! Thank you for the hospitality for me and my daughter :); Gary’s house was a great vacation home. There is a Walmart close by for anything anyone might need anything the pool was nice, and the beach is not to far away.great for a family; Gary’s house was just as advertised, and my family had a wonderful vacation there. Sparkling clean pool, entertainment and billiards room, lots of beds, and other great amenities. What a fantastic week!; Gated community, very clean and well decorated home, nice family, about 30 mins to Miami.; Gave us a tour of the property and promptly responded to all messages; Gavin's place was great--super clean, comfortable and minimalist. He is an excellent and efficient host. The location is 5 minutes from downtown and about the same to the beach. The value is absolutely outstanding. I would 100% recommend Gavin's place"
1397,"Gedasi's home was very comfortable, room was clean and very comfortable. They are available and attentive to all your needs. I highly recommend when your in Hollywood FL to visit Gedasi you will not be disappointed.; Gem of a vacation spot! Great location just across the street from the beach and down the road from the pier. Check-in was super easy, and since the office is next door to the unit it was easy to pop our heads in and ask questions. Very comfortable spa; Genuinely great experience. Owners are easily accessed and friendly. Don't hesitate, book this place while it's available! Location is great, unit is clean and we'll equipped. Can't beat it.; George is an excellent host and his place is very very well kept and clean. He responses and takes care of anything needed from his guest ASAP!! Highly recommend staying @ George’s place!!; George is one of the best Air Bnb Hosts, I have had the pleasure of experiencing. He is extremely detail oriented and an excellent communicator. He shared every bit of detail possible, so amazing. I could not have asked for a better experience. The timesh; George is the best! Was super helpful and responded immediately to any request. Place is truly gorgeous and I would definitely stay again.; George was amazing, communication was great and the location was clutch especially if you have a car! Thank you so much for a wonderful place! :)"
1398,George was great and the views from the penthouse were fantastic.
1399,George was great in setting up our stay and the place is just amazing. Super equipped.Fantastic view and apartment. Highly recommended just make sure you take care of the place because we will be back and the owner did put a lot of effort to have this pl
1400,"George’s place was great. We felt like we were on top of the world in this penthouse. Beautiful beach views and views of Miami. Place was clean and George was great.; Georgy is a great host. Everything was accurately represented. The location is great.; Georgy responded very quickly to questions and requests. The penthouse is right on the beach as described. All descriptions and pictures are accurate, which is extremely important. However, it was not as clean as I hoped."
1401,"Georgy was very attentive, always answered our questions promptly. The apartment has everything you need to go to the beach and have fun. The Pool is warm. There are two washers and driers on each floor.; Georgy was very helpful, the apartment was nice and clean; Georgy was a great host and very responsive. The apt looks just like in the pictures, has great location, right on the beach.; Georgy was a pleasure to deal with, so accomidating and available. The accomidations were as pictured and the area was perfect for us. Amazing pool area w access to beach and great views from balcony. Was a great stay.; Georgy was very helpful with getting us set up including parking pass etc. Unfortunately the apartment left much to be desired. Not entirely clean. Old furniture. Subtle cigarette smell. Very barebones. Nice balcony and views.; Georgy’s apartment is located in the Tides building which has a nice pool and direct access to the beach. It is centrally located in Hollywood,FL and the apartment had everything you need, even beach props.; Georgy’s place is wonderful, great view and the amenities on the building are so great! He was very responsive and kind! We had a great time!"
1402,"German / EnglishHere is not enoughe space to descripe how wonderfull this palce is! We love the are arround Wilton Maners, the Bars etc. This House is just on the right place to reache everything. The best Part is the outside area-warm pool, eaven war; Get ready for a great time; Get room with access to pool! Only minutes away from beach and close to most fun activities in Fort Lauderdale!; Getting into the apartment was a breeze, the apartment was right on the beach and broadwalk. I would recommend!; GiGi was great. She made us feel very welcome and at home. Beatriz has a lovely home and we had a great stay.; Gina is a phenomenal host and the home is awesome! You could not find a better location in close proximity to everything!; Gina’s house was great!! The location and the view it offered was amazing!! Everything we needed was so close!! Communication throughout our stay was great as well! Answered all questions or concerns if I had any. I’d recommend anyone to stay at Gina�"
1403,"Gina’s place could not have been more perfect for our family vacation. It’s very spacious and comfortable for gatherings both inside and outside and has every amenity you could possibly need. The location is phenomenal on the intracoastal waterway and; Gio is an exceptional host, patient and attentive to all our requests and needs. He provided clear instructions upon arrival.The house is very spacious and nice. Rooms are big and living room is huge. The pool is also very big. The picture reflect exact; Gio was a great host! Very responsive.; Giovanna Place the interior was clean well kept, however, be aware the building/exterior and the property/pool/beach is very very dated lots of boarded up buildings on the property and in general not an ideal safe end of Hollywood Beach. Nothing I actuall; Giovanna was very accommodating and pleasant to work with! I appreciated her being my host; Giovanna was very friendly . All was right. The apartment is like in a photograph. Location: the Location was good but you need absolutely a car ( that you can park on the street). (Hidden by Airbnb) it s necessary for communication with Host because; Giovanna's communication was great from the beginning she explained well where to park and how to enter the apartment. One set back was we had to pay separately for parking around $25 a day. The appliances, specially the sink were a bit smaller than I exp"
1404,Giovanna's place has everything you may possible need for your stay. I felt like in home for all the things that she keeps in there. She was very responsible and replied to my messages within minutes. I highly recommend staying at her place.
1405,"Giuliana and Hilda were a pleasure to meet and talk with. The location was good for me - not too far from work and other places. The other guests were interesting and a pleasure to talk with. I felt safe in the neighborhood. Giuliana responded quickly; Giuliana gave us a really warm welcome and introduced us to all the guests that were staying there at the same time (she said it was particularly busy at that time), as most of them had gathered in the kitchen for a chat. Lovely atmosphere to begin with :; Giuliana has a wonderful place. She's super nice and went out of her way to make sure that everything was taken care of. I was in the middle of an intensive training course, so I wasn't around much, just needed a place to sleep and shower. The neighborhoo; Giuliana is a great host that is well versed in the renting and airbnb industry. She's got a great personality and has sound advice for anyone that just moved to the area like myself! The room was incredibly clean and I could come and go as I pleased with; Giuliana is a lovely Hostess, very friendly and helpful. Also quick to resoond. Tha location is generally ckose to everything. The room I stayed in was small. It is good for short stays and it is.clean.; Giuliana is a wonderful host. Her house is great, the bedroom has a big closet and a desk to work, and a good bed. I stayed 10days there and I really felt at home. Also Giuliana helped a friend of mine, he was lucky I met such a great person. Thank you so; Giuliana is a wonderful person and good host! The house is clean and cozy! Thank you Giuliana :)"
1406,"Giuliana is Awesome ! I highly raccomand everyone to come to stay With her ....; Giuliana is so sweet and a very accommodating host! I was unaware based on the listing that the common space would be shared with 4 other rooms renting space so it can get difficult to work around each other in the kitchen depending on what your needs a; Giuliana is very kind and nice host. The house is quite, nice and very well located(Ford louderdale). Nothing to complane-only to thank her for providing me a wonderful stay.; Giuliana was a great host, I had an issue the day of my arrival, but as soon as I addressed with her, she took care right away, which I greatly appreciate. Comfortable and convenient place and location.; Giuliana was amazing! So warm and welcoming and just made you feel like family. Such a friendly individual who would always be willing to help you out whenever needed.; Giuliana was an amazing host, she was really nice and helpful, you can reach her easily and she would help you with anything, I loved staying at her place and it would definitely be my first option if ill visit in the future.; Giuliana was great! She was a great help when I moved in and was an all around fantastic landlord! She even helped me out by driving me to the hospital when I had an emergency. She is a very good person. I enjoyed my room and liked to cook in the kitchen"
1407,"Giuliana was great. I was arriving late and she kept in contact with me that day to make sure I got there alright. She showed me around and gave me fridge and cupboard space. The single room was a lot bigger than I thought the pictured showed and the bed; Giuliana was super hospitable and welcoming when we arrived. She showed us around the space and where to put our food. There was a washer & dryer in the location; so we were able to do laundry. The kitchen was well equipped with utensils, plates, and pots; Giuliana was the sweetest woman and she made sure that we were satisfied and happy with our stay. She was always available at just a call away, which was great! The home was lovely and the neighborhood was very cute and quiet. I would definitely stay here; Giuliana was there to meet me and show me around. The place was clean and neat.; Giuliana was very welcoming when i arrived. The description was very accurate and very clean and nice place. The neighborhood is a great quiet neighborhood by the water. She also was flexible with me on time and helped me with whatever i needed. I would r; Giuliana was wonderful! She meets you and truly welcomes you into her home. She had space in her refrigerator and cupboard for personal food items, the kitchen was available to use as well as the laundry. She goes or of her way to help you if necess; Giuliana's place is great for short and long term stays. My room Turks I would recommend for up to a month long stay and the other rooms for relatively longer stays. Giuliana is very accommodating and made sure I checked in properly. The house is located"
1408,"Giuliana’s room was clean and looked like the pictures on Airbnb. I appreciated the access to the kitchen and washer/dryer as I stayed for a month. Only downside I can see is the walls are thin, but that was not an issue for me.; Giuliani is an excellent host, she provided me with a very clean and comfortable accommodation; Gives you the creeps as you get there. Outdated and linen and pillows are stained. Few things in the kitchen don't work. Not what you expect at all. Nice host. Price not worth it at all; Gloria and her place were wonderful. I am writing on behalf of my daughter who actually stayed there. The pics do not do it justice as to how nice a place it is. Gloria went out of her way to make sure my daughter arrived safely and even assisted her in d; Gloria and Roger are great hosts also very kind & warm. I stayed with them for going on 3 months+ for my pre-clinical rotation and to study for my first board exam. I've felt like staying here was like being home. They have been very welcoming.The room; Gloria and Roger are perfect hosts. They are responsive, kind, and thoughtful. Their home is lovely, located in a safe community on a beautiful golf course. It's perfect for evening walks. While the property itself is private and secluded it is still only; Gloria and Roger are very friendly, well educated and respectful; they were constantly offering tips and advice which were helpful and necessary. You feel like at home. The Neighborhood is lovely, quiet; you feel secure. Plenty of options around -stores,"
1409,Gloria and Roger are very kind people. Thank you for your hospitality!!!; Gloria and Roger are very kind. They allow you to use their appliances and printer. The room is equipped to allow you to your privacy. They are very accommodating and understanding. The inquire about your welfare and make sure you are safe and have the th
1410,"Gloria and Roger are wonderful hosts. I'm a medical student and was doing a rotation at CCF while staying at their house. I was also studying for exams and their home is quiet and peaceful and a great place to study. The house is about a 15min drive from; Gloria and Roger were gracious and kind hosts. They made me feel at home at all times and I felt comfortable at all times. The place is immaculately clean and refreshing, and the property is located in a very safe and easily accessible neighborhood. Ill b; Go for it you won't be disapointed; Go for it! Good place; Go to Eric home the guy is really friendly and his home is the paradise; Go to Larry house and take some outside good time. All was perfect as usual.; God is great at safe quiet a superclean and wonderful company absolutely excellent rating"
1411,"Going to Lissette’s place is literally like coming home. I feel super safe and the communication is great!; Golden Isles Mansion is everything as advised and more for a bachelor party of 9. House is located in a beautiful gated community between ft Lauderdale and Miami. Spacious living corridors for everyone and a lovely pool. Would definitely recommend this ho; Gonna give the pros and cons of this stay. Pros- Great location. Quiet neighborhood. Close to lots of shopping and things to do. The house itself is beautiful. Pool is great. Easy check in/check out. Now for the cons-As I said the house is beautiful, b; Good; Good; Good; good"
1412,Good; Good; good; good; good; Good; good
1413,good; Good; Good; Good; Good; Good; good
1414,"Good; Good; Good; Good affordable place, nice pool; Good afternoon Silvester, My stay at Bimini was very nice. As you know, I was in Pompano Beach for flight training and you location was perfect. I recommended your Airbnb site to the training facility as they often have folks like me in town for extend; Good and clean place to stay.; Good and neat."
1415,"Good and punctual greeter. Bring your own washcloths, coffee cups and clean sheets. Bring additional $ 90.00 for check-in fees.; Good apartment. Great value. Very well equiped kitchen and bathroom. The bed is not that good, it looks the springs are old and a little noisy. The A/C should be cleaned, seems to have some mold inside. In overall view the studio is good and have a great; Good apartments, but the building is old, we always felt a peculiar smell. Fini and her family are hospitable and helpful.; Good appartment. Located very near to the Beach.; Good area and overall good place to stay! Be sure to budget for fees at check in. $20 for an extra key for every 2 people and $20 deposit for the $35 a week parking car tag. The building is old and a bit worn down but the unit looks exactly as pictured!; Good area nice location.; Good cable tv"
1416,"Good central location for getting around Ft. Lauderdale. Very nice patio and garden with pool. Good wi-fi and Netflix on the tube.; Good central location, close to stores and dining places. It's a big place with the pool as its main asset.; Good centralized location. The activities we were interest in were in general a relatively short drive away. The property was definitely not overpriced. Excellent for those on a budget. Good place to return to after a fulfilling day.; Good clean older place. Had a musty smell. Really small. Only one chair. Friendly host.; Good communication & flexibility; Good communication before we arrived their place. Friendly host, cozy house, and a cute little cat. Nice and quiet location which is quite close to the Hollywood beach!; Good communication between the owners, very clean and comfortable accommodations."
1417,"Good communication from Luis and accurate online description/pictures.; good communication from the beginning. Studio exactly as prescribed with every amenity, right down to shampoo, body wash, sunscreen and beach chairs and mats! you don't need to bring a thing. nice towels and linens. very welcoming and clean. outdoor; Good communication with Cynthia of the Blue House starting the day before our arrival from a cruise. We were able to arrive mid morning, meet Cynthia by prior arrangement and leave our bags, returning after 1:30 for self check in with the code to open th; Good communication, easy access, exactly as described. Close to beaches by car. Would have enjoyed the garden had it been a longer stay.; Good cross breezes, warm beautiful pool, comfortable bed, quiet neighborhood"
1418,
1419,"Good day Manuel,We are leaving the condo right now. At this point I would like to thank you for this wonderful apartment, our stay here felt like home. Everything said was exactly what it was. Valet service the view, rooftop pool and the wonderful locati"
1420,"Good Deal!; Good experience; Good experience of Airbnb! the room was clean and comfortable, Magaly was very helpful with a friendly behavior. we had an access to the most of Miami tourist attractions with 30 minutes drive. we would like to stay in her room again in case of any journe; Good experience with Jim. His place was really snug and comfort to stay. I booked for just one night stay but decided to spend one more night there. Love to go back there again :); Good experience:!; Good experience! The house is in a very calm neighborhood! Chris answers the questions very fast, I recommend it!!!; Good experience. I stayed for a full month. Quiet, well thought out and very responsive to my requests. 1 block from the beach... How do you say no?!!! Thanks guys."
1421,Good for a quick stay in Fort Lauderdale.
1422,"Good for an overnight stay; Good for one night; Good for one person; Good for short stay; Good for the price; Good for the price, was left in my own to do my own thing which I like, drinks were provided which is a nice bonus. Good location uber anywhere from there for cheap. Would definitely recommend it, for the price you can't beat it !; Good for the price."
1423,"Good for the price. Parking included; nice neighborhood.; Good for the price. The house was clean and the backyard was really nice! The neighborhood is loud and there is a train that goes by multiple times during the night.; good hospitality with best location and best price.; Good host; good host; Good hostClean space and surroundings; good host ,,nice guy with helpful info"
1424,"Good host, highly recommend.; Good host, makes sure his guests have everything they need. Small but good place for yourself or couple; Good hostess and good hospitality. The house was exactly as confortable as we needed. Good place, good location and near almost all the stores and restaurants we wanted. A very good place to stay in Florida, near Miami, Miami Beach and Fort Lauderdale; Good hosts that let you know what is going on in the area. They recommend good places to eat. The place was clean and centrally located.; Good hosts, friendly and helpful. Decent Value accomodation close to the airport. Perfect for my stopover.; Good hosts. Thank you; Good house, good location and good value."
1425,"Good if you are visiting north of Miami and have a car. There is a bus stop on the main road, about half bloc away, that goes from Fourt Laurderdale Airport to Aventura Mall, but the area is not very walking friendly or pleasant to walk. There was anothe; Good information about the area. Though we did not use them, it was great that she provided bicycles plus beach chairs. I loved relaxing on the screened in patio.; Good lay out of the apartment! Confortable for 4 people! Close enough to the beach about 15min drive. leroy and his wife are very nice people! Thank you!; good little spot, place was clean and comfortable had some supplies in the fridge even. was a nice stay would recomend; good location; Good location; good location"
1426,"Good location; Good location; Good location; Good location Apartment clean but a little old. Some faucets not working. Towels were old. Main problem has to do with staff. Front desk and valet not professional. Difficult to park even though we had valid paper permit —- since office was closed we; Good location , easy on/off all Highways. Lots of bars, restaurants, beach !; Good location , good value, Carlene was a great host.; Good location !Services of the hotel : pool, tiki bar, ...Ceiling of the bathroom in poor condition.Easy check in"
1427,"Good location .; Good location (grocery store and plenty of restaurants are nearby), plenty of space for a couple, the pool was perfect, and the beach was not too much of a walk. Check out Backflip Beach Bar while there, good tacos and drinks right on the beach for lunch."
1428,Good location & experience; Good location and beautiful beach for a fair price. Good family spot.; Good location and check in process.Very quiet place.; Good location and close to restaurants and shopping. We loved the backyard! A great value and friendly hosts. We would go back.; Good location and Eric was very helpful.; Good location and exactly what we needed for our short trip. Aaron is quick to respond and very helpful!; Good location and inexpensive but not what was expected.
