Cliente,Recencia,Frecuencia,Monto,Sexo,GSE,Edad
8729,1,7,26.679,MAS,D,38
8730,1,9,17.988,FEM,C3,38
8731,1,12,63.998,FEM,D,39
8732,1,12,64.52,FEM,C3,37
8733,3,7,10.774,FEM,C2,37
8734,3,1,5.655,MAS,C2,38
8735,3,2,7.859,FEM,C3,42
8736,1,12,30.699,MAS,C3,37
8737,8,1,69.202,FEM,C3,38
8738,1,1,47.737,MAS,C3,37
8739,1,4,11.971,MAS,D,37
8740,2,10,29.126,MAS,C3,37
8741,1,8,76.8,MAS,ABC1,38
8742,2,2,9.599,FEM,C3,38
8743,2,4,20.133,FEM,D,38
8744,1,1,4.063,FEM,D,37
8745,3,9,22.863,FEM,C3,36
8746,3,2,13.24,MAS,ABC1,36
8747,1,5,21.1,FEM,C3,37
8748,1,7,53.354,MAS,C3,44
8749,1,5,11.89,MAS,E,40
8750,1,11,47.837,MAS,ABC1,40
8751,1,11,24.076,MAS,C3,39
8752,1,12,52.546,FEM,ABC1,41
8753,1,9,49.658,FEM,C2,39
8754,1,12,97.395,MAS,ABC1,39
8755,1,12,36.162,FEM,C3,41
8756,1,7,11.698,MAS,C3,40
8757,1,4,27.275,MAS,ABC1,40
8758,1,8,13.719,FEM,C3,40
8759,1,2,6.981,FEM,C3,41
8760,1,7,11.424,FEM,C3,40
8761,1,6,30.047,FEM,D,41
8762,1,3,18.042,MAS,C3,40
8763,3,4,12.391,FEM,E,39
8764,2,9,21.52,MAS,ABC1,40
8765,1,5,15.681,MAS,E,40
8766,7,2,30.991,MAS,C3,40
8767,1,9,28.891,FEM,C3,39
8768,1,12,75.101,MAS,E,39
8769,1,5,22.285,FEM,D,40
8770,4,4,11.448,FEM,D,39
8771,12,1,4.702,FEM,C3,39
8772,1,11,29.788,MAS,C3,38
8773,1,12,43.41,FEM,E,39
8774,1,4,24.873,MAS,E,39
8775,1,11,62.625,FEM,C2,39
8776,1,8,37.207,FEM,C3,40
8777,5,2,29.402,MAS,C3,39
8778,1,11,36.88,MAS,ABC1,38
8779,11,1,8.095,FEM,D,39
8780,1,3,32.606,MAS,C2,38
8781,1,1,16.766,MAS,D,39
8782,1,1,17.785,MAS,C3,38
8783,1,4,34.674,MAS,D,39
8784,1,4,5.992,FEM,D,38
8785,3,3,18.468,MAS,C3,39
8786,1,9,26.129,FEM,D,39
8787,2,4,11.406,FEM,C3,37
8788,1,8,15.033,FEM,C3,38
8789,1,9,42.338,MAS,C3,37
8790,3,1,0.916,MAS,C3,37
8791,10,1,1.966,FEM,E,37
8792,1,11,42.64,MAS,C3,37
8793,1,3,26.541,MAS,E,37
8794,1,11,65.225,FEM,ABC1,37
8795,1,10,38.155,MAS,E,38
8796,3,1,23.438,FEM,C3,39
8797,1,10,32.359,MAS,C3,39
8798,6,2,2.823,FEM,C3,38
8799,1,10,31.635,FEM,E,39
8800,3,9,16.26,MAS,D,37
8801,1,9,31.198,FEM,C3,37
8802,1,6,49.401,MAS,E,39
8803,1,8,9.309,MAS,E,38
8804,3,8,23.028,MAS,D,37
8805,1,11,85.63,FEM,D,38
8806,1,11,7.168,FEM,D,37
8807,1,11,9.547,MAS,C3,38
8808,1,11,12.641,MAS,E,36
8809,3,2,8.056,FEM,E,37
8810,8,4,15.279,MAS,D,37
8811,1,5,11.1,FEM,,38
8812,1,6,9.684,MAS,E,37
8813,1,12,38.633,MAS,C3,37
8814,3,1,15.965,MAS,C3,36
8815,1,2,38.397,FEM,D,38
8816,1,12,31.046,FEM,D,36
8817,1,2,15.357,MAS,C3,37
8818,2,7,47.055,FEM,D,37
8819,3,2,8.469,FEM,D,37
8820,1,1,15.492,FEM,D,36
8821,1,11,15.066,MAS,C3,37
8822,1,12,25.049,FEM,D,38
8823,1,9,16.348,MAS,C3,37
8824,8,1,34.635,FEM,C3,38
8825,1,12,43.898,MAS,D,40
8826,2,4,3.387,FEM,C3,39
8827,1,8,24.427,FEM,C3,40
8828,10,1,10.067,MAS,C3,40
8829,4,3,5.34,MAS,C3,41
8830,1,8,19.671,FEM,C3,40
8831,1,2,17.562,FEM,D,49
8832,2,8,26.275,MAS,C3,40
8833,1,3,10.648,FEM,D,41
8834,2,2,11.073,MAS,C2,41
8835,1,12,88.291,MAS,C3,40
8836,4,1,33.005,FEM,C3,39
8837,1,12,10.834,FEM,C3,41
8838,8,1,1.883,MAS,C3,40
8839,1,5,30.222,MAS,D,41
8840,3,6,14.012,FEM,C3,40
8841,1,4,37.846,MAS,D,
8842,1,8,17.817,FEM,C3,39
8843,3,5,27.733,MAS,D,39
8844,3,3,7.034,FEM,D,38
8845,1,4,25.7,MAS,C3,38
8846,1,9,46.731,FEM,ABC1,40
8847,2,5,10.949,FEM,E,40
8848,2,4,34.661,MAS,D,39
8850,1,11,43.579,MAS,C3,40
8851,1,7,18.909,FEM,ABC1,39
8852,1,8,12.387,FEM,ABC1,39
8853,1,3,28.965,MAS,D,39
8854,1,7,16.255,FEM,C2,39
8855,1,2,8.088,MAS,C3,40
8856,1,10,30.137,FEM,ABC1,39
8857,3,1,2.908,MAS,C3,39
8858,1,5,12.304,FEM,D,42
8859,1,5,29.964,MAS,ABC1,39
8860,2,1,47.031,FEM,C3,39
8861,1,5,4.953,MAS,ABC1,38
8862,1,8,11.967,FEM,E,39
8863,1,4,9.218,MAS,ABC1,45
8864,2,3,11.503,FEM,E,39
8865,7,2,9.383,MAS,C3,38
8866,4,1,22.266,MAS,C3,38
8867,2,10,28.833,FEM,C2,37
8868,1,11,34.277,MAS,ABC1,39
8869,3,8,29.202,MAS,ABC1,37
8870,2,2,37.617,FEM,C3,37
8871,2,2,10.656,MAS,E,40
8872,2,2,22.012,FEM,C3,40
8873,1,10,22.988,FEM,C3,38
8874,6,6,17.776,FEM,,37
8875,1,2,12.303,MAS,E,37
8876,1,11,39.006,FEM,E,38
8877,1,3,15.791,MAS,C3,38
8878,1,10,14.142,FEM,C3,38
8879,7,2,11.248,FEM,E,37
8880,3,7,21.933,MAS,C3,39
8881,1,12,48.665,FEM,C3,38
8882,1,4,17.001,FEM,C3,39
8883,6,1,11.085,MAS,C3,38
8884,3,5,9.188,MAS,C3,37
8885,1,4,19.141,FEM,E,37
8886,1,6,25.314,MAS,C3,37
8887,4,3,10.845,FEM,D,37
8888,2,5,7.998,FEM,C3,38
8889,2,4,7.294,MAS,C3,38
8890,4,2,13.269,FEM,C3,38
8891,1,11,38.658,FEM,D,36
8892,3,5,6.764,FEM,C2,36
8893,5,1,7.752,FEM,E,28
8894,1,7,25.188,MAS,ABC1,39
8895,1,3,4.465,FEM,C3,37
8896,2,4,8.207,MAS,C3,37
8897,8,2,7.359,MAS,C3,37
8898,1,8,10.383,FEM,D,37
8899,1,10,49.892,FEM,D,37
8900,5,4,27.359,MAS,C3,38
8901,1,11,24.799,MAS,D,37
8902,2,1,13.643,FEM,D,36
8903,4,4,12.465,FEM,ABC1,37
8904,1,7,53.389,MAS,ABC1,37
8905,1,12,56.707,MAS,ABC1,37
8906,1,6,18.155,FEM,D,41
8907,1,9,31.019,FEM,C3,39
8908,1,8,44.379,FEM,C3,41
8909,1,5,21.514,MAS,C3,40
8910,3,5,43.687,FEM,C3,41
8911,1,10,36.186,MAS,E,40
8912,1,9,15.256,FEM,C3,40
8913,4,5,8.346,MAS,C2,40
8914,5,3,8.943,FEM,D,39
8915,1,11,25.917,MAS,D,39
8916,5,4,11.834,FEM,D,40
8917,1,7,24.2,FEM,D,41
8918,1,7,15.288,MAS,D,40
8919,1,3,15.699,FEM,D,41
8920,1,4,48.959,FEM,E,40
8921,3,7,19.107,MAS,D,40
8922,2,11,16.208,FEM,E,41
8923,2,9,10.786,MAS,C3,40
8924,1,3,11.311,FEM,C3,40
8925,1,11,23.324,FEM,C3,39
8926,1,12,25.082,FEM,C2,39
8927,1,8,21.725,MAS,C3,40
8928,1,8,9.677,MAS,C3,39
8929,1,12,42.608,MAS,D,39
8930,4,6,17.276,MAS,C3,38
8931,4,7,17.702,FEM,D,38
8932,3,8,34.841,FEM,D,38
8933,2,6,21.595,FEM,ABC1,39
8934,1,12,81.134,MAS,C3,39
8935,10,2,4.578,FEM,C3,40
8936,1,6,16.085,MAS,ABC1,38
8937,2,2,8.134,FEM,ABC1,38
8938,2,5,37.179,FEM,ABC1,39
8939,3,8,33.567,FEM,ABC1,39
8940,7,2,27.397,MAS,C3,40
8941,1,12,28.26,MAS,ABC1,39
8942,6,1,1.924,FEM,E,40
8943,6,1,3.71,MAS,C3,38
8944,1,12,16.545,FEM,D,40
8945,1,6,26.514,FEM,C3,39
8946,1,7,11.66,FEM,D,39
8947,1,11,37.476,FEM,C3,37
8948,1,9,19.432,FEM,ABC1,37
8949,1,11,39.774,MAS,C2,41
8950,2,7,4.685,MAS,C3,39
8951,6,1,9.824,MAS,D,38
8952,1,8,18.379,MAS,C3,37
8953,1,3,29.382,FEM,ABC1,38
8954,1,8,29.905,FEM,C3,38
8955,2,6,18.984,MAS,D,39
8956,1,12,42.371,MAS,E,38
8957,9,2,19.086,FEM,E,37
8958,1,8,15.092,FEM,C2,39
8959,1,5,13.29,MAS,C2,37
8960,9,3,8.485,FEM,C3,38
8961,2,3,9.869,MAS,C3,38
8962,2,9,33.717,MAS,C3,38
8963,1,8,16.941,FEM,C3,38
8964,1,1,34.629,MAS,D,38
8965,1,3,28.731,FEM,D,37
8966,3,3,6.442,FEM,E,37
8967,2,7,12.414,FEM,C3,36
8968,3,10,43.093,FEM,ABC1,38
8969,2,3,9.197,FEM,D,38
8970,1,3,23.645,MAS,C3,36
8971,1,12,72.989,MAS,C3,38
8972,1,4,11.477,FEM,C3,37
8973,1,8,26.052,MAS,C2,36
8974,1,6,16.742,FEM,C3,37
8975,1,10,25.146,FEM,C3,38
8976,1,6,9.344,MAS,D,37
8977,1,12,43.76,MAS,C3,38
8978,2,6,29.604,MAS,D,37
8979,1,9,28.364,FEM,C2,37
8980,1,8,16.351,MAS,C3,37
8981,9,1,5.874,FEM,D,44
8982,1,10,38.315,MAS,C3,37
8983,11,1,2.513,FEM,D,39
8984,1,12,58.695,MAS,D,36
8985,1,9,15.163,MAS,C3,40
8986,2,6,9.868,MAS,E,40
8987,2,5,20.217,FEM,D,41
8988,1,4,17.467,MAS,C3,40
8989,1,10,6.655,MAS,C3,39
8990,1,8,25.171,MAS,D,40
8991,1,10,20.104,FEM,C3,40
8992,3,5,7.166,FEM,C3,41
8993,4,2,6.839,FEM,E,41
8994,4,7,24.693,MAS,ABC1,40
8995,4,2,11.491,FEM,E,40
8996,1,5,7.776,MAS,C3,39
8997,3,4,6.488,MAS,D,39
8998,1,10,43.386,MAS,C3,42
8999,6,5,28.139,FEM,C2,40
9000,1,9,34.76,MAS,D,41
9001,2,8,33.117,FEM,E,41
9002,1,9,11.351,FEM,E,39
9003,1,10,59.118,MAS,C3,39
9004,1,11,36.534,FEM,C3,38
9005,2,2,11.938,FEM,C3,38
9006,1,4,15.771,FEM,C3,40
9007,1,6,12.252,FEM,D,38
9008,1,9,44.837,MAS,ABC1,39
9009,2,6,11.546,MAS,D,38
9010,1,5,8.96,FEM,E,39
9011,1,1,25.378,MAS,D,39
9012,1,6,8.484,MAS,D,38
9013,3,3,11.266,FEM,D,38
9014,3,4,6.887,FEM,D,39
9015,1,2,22.321,FEM,C3,40
9016,1,9,29.488,FEM,C3,38
9017,1,9,18.825,MAS,C3,39
9018,8,1,0.811,FEM,D,39
9019,3,1,2.008,FEM,D,38
9020,1,3,11.504,FEM,E,38
9021,1,12,40.919,MAS,C3,38
9022,2,6,18.224,MAS,C3,38
9023,1,11,39.977,MAS,C3,38
9024,3,4,16.192,FEM,C3,38
9025,1,3,51.661,,ABC1,
9026,1,6,28.882,FEM,C3,38
9027,5,4,14.28,FEM,C3,38
9028,3,2,4.999,MAS,C3,39
9029,1,4,5.169,MAS,E,37
9030,8,2,8.977,MAS,D,
9031,1,12,15.81,MAS,C3,37
9032,2,4,33.822,MAS,E,37
9033,1,4,9.969,MAS,C2,38
9034,1,8,32.776,FEM,C3,38
9035,1,5,27.949,MAS,D,37
9036,3,3,7.757,FEM,E,38
9037,8,1,13.454,MAS,E,37
9038,1,12,60.299,FEM,C3,37
9039,2,2,29.661,MAS,C3,
9040,2,7,19.17,FEM,C3,38
9041,1,10,7.88,MAS,E,37
9042,1,6,54.416,FEM,E,38
9043,1,7,26.931,FEM,C3,36
9044,1,1,5.564,FEM,D,38
9045,1,9,18.29,FEM,E,37
9046,3,2,32.822,MAS,D,37
9047,1,8,20.343,FEM,C3,38
9048,1,11,48.297,MAS,C3,38
9049,1,11,14.702,FEM,E,37
9050,3,7,11.751,FEM,E,38
9051,2,2,10.562,MAS,D,38
9052,1,4,16.553,MAS,C3,37
9053,1,5,23.43,FEM,D,41
9055,3,3,13.592,FEM,ABC1,40
9056,1,4,5.992,FEM,C3,40
9057,5,2,8.002,FEM,E,39
9058,1,5,18.861,FEM,ABC1,40
9059,4,2,17.283,FEM,D,40
9060,3,3,16.484,FEM,,40
9061,10,2,10.524,MAS,E,39
9062,1,4,14.178,FEM,D,39
9063,2,5,2.517,FEM,D,38
9064,4,1,27.455,FEM,D,39
9065,6,5,15.086,FEM,D,38
9066,1,6,35.38,FEM,D,40
9067,4,3,5.542,MAS,D,40
9068,7,1,13.284,FEM,D,39
9069,1,6,21.181,FEM,E,40
9070,1,4,23.808,FEM,C3,40
9071,2,6,10.072,MAS,D,40
9072,1,12,43.762,MAS,C3,39
9073,2,2,26.492,FEM,E,39
9074,1,12,68.207,FEM,D,38
9075,1,5,15.907,FEM,D,39
9076,5,7,59.648,FEM,C2,40
9077,4,4,4.083,FEM,E,38
9078,3,7,10.405,MAS,E,39
9079,1,2,4.867,FEM,C3,39
9080,1,11,22.028,FEM,D,39
9081,1,6,8.96,FEM,C3,40
9082,1,2,10.516,FEM,D,38
9083,1,3,6.557,MAS,E,38
9084,2,7,25.109,MAS,C3,39
9085,1,9,15.461,MAS,C3,39
9086,1,1,84.274,FEM,,40
9087,12,1,3.198,FEM,E,40
9088,1,10,28.668,FEM,C3,39
9089,1,2,17.264,FEM,D,38
9090,4,1,48.721,MAS,C3,38
9091,2,9,15.78,FEM,E,38
9092,1,4,1.731,,E,
9093,1,9,19.89,FEM,C3,38
9094,1,4,8.393,FEM,C3,39
9095,1,9,22.899,MAS,C3,37
9096,1,7,24.96,FEM,E,39
9097,2,11,48.427,FEM,ABC1,38
9098,1,12,22.561,FEM,D,39
9099,1,8,11.86,FEM,D,39
9100,1,8,40.943,FEM,D,38
9101,1,10,34.019,MAS,C2,38
9102,1,5,8.957,FEM,E,37
9103,1,12,6.149,MAS,C3,38
9104,1,9,52.458,MAS,C3,38
9105,2,8,10.033,FEM,D,38
9106,1,3,12.762,MAS,D,38
9107,2,4,13.702,FEM,E,39
9108,4,1,7.022,FEM,E,37
9109,2,6,20.437,FEM,D,38
9110,1,5,12.666,FEM,E,38
9111,9,3,14.251,FEM,E,37
9112,9,1,19.457,MAS,C3,37
9113,7,2,8.541,MAS,D,36
9114,1,8,32.515,FEM,C3,38
9115,1,1,8.286,FEM,C3,37
9116,3,2,49.137,MAS,C3,36
9117,4,2,4.731,FEM,D,36
9118,2,9,28.583,FEM,C3,37
9119,1,12,59.767,MAS,C3,40
9120,1,6,36.225,MAS,ABC1,37
9121,7,1,5.034,FEM,,42
9122,2,9,24.742,MAS,C3,39
9123,7,1,13.319,FEM,C3,37
9124,3,2,10.227,MAS,C3,38
9125,1,2,7.223,MAS,E,38
9126,2,5,20.142,FEM,C3,38
9127,1,9,13.492,FEM,E,38
9128,1,6,21.094,MAS,D,37
9129,5,3,11.984,MAS,E,37
9130,1,10,40.146,MAS,C3,39
9131,1,8,31.441,MAS,C3,39
9132,5,1,1.883,MAS,C3,39
9133,2,8,6.94,MAS,D,38
9134,1,9,8.852,MAS,C3,40
9135,1,3,22.921,FEM,D,39
9136,5,2,16.841,FEM,D,39
9137,1,1,8.207,MAS,C3,39
9138,1,10,17.503,FEM,ABC1,38
9139,6,3,14.97,FEM,C3,44
9140,12,1,10.403,FEM,D,38
9141,1,6,26.313,FEM,D,40
9142,2,9,6.405,FEM,E,39
9143,8,5,23.226,MAS,E,41
9144,12,1,5.62,MAS,D,39
9145,1,3,6.304,MAS,D,41
9146,1,3,11.211,MAS,D,39
9147,1,11,29.023,FEM,E,39
9148,1,2,18.536,MAS,C3,39
9149,1,2,4.615,MAS,E,39
9150,3,5,9.92,MAS,C3,39
9151,1,10,21.185,MAS,D,38
9152,5,2,7.03,MAS,D,39
9153,1,8,41.4,FEM,E,39
9154,1,6,20.669,FEM,E,39
9155,1,12,45.45,FEM,C2,38
9156,1,12,64.681,MAS,C3,39
9157,1,4,12.475,MAS,C2,40
9158,1,12,67.776,MAS,C3,39
9159,2,11,25.242,FEM,C2,39
9160,1,5,4.007,FEM,E,41
9161,1,11,32.526,FEM,D,40
9162,2,3,10.564,MAS,D,39
9163,10,1,5.454,FEM,D,39
9164,2,6,23.975,MAS,C3,38
9165,2,3,26.345,FEM,E,38
9166,3,5,9.064,FEM,C3,38
9167,1,7,21.115,MAS,C3,38
9168,1,12,7.805,FEM,D,38
9169,1,2,14.682,MAS,C3,37
9170,1,12,30.373,MAS,E,37
9171,1,8,34.525,MAS,C3,38
9172,5,2,24.175,FEM,ABC1,10
9173,1,12,26.608,FEM,C3,37
9174,1,10,21.859,MAS,C3,38
9175,1,4,20.31,FEM,D,38
9176,3,4,25.198,FEM,D,37
9177,2,5,23.616,MAS,C2,37
9178,2,5,13.287,MAS,C3,38
9179,1,5,26.988,MAS,D,37
9180,1,11,41.594,FEM,C3,38
9181,4,4,12.285,MAS,C3,38
9182,1,1,2.575,,C3,
9183,2,6,10.675,MAS,ABC1,38
9184,1,10,22.919,MAS,C3,38
9185,1,12,57.551,FEM,C3,39
9186,1,12,37.425,FEM,D,38
9187,1,1,2.647,FEM,C3,38
9189,1,9,20.731,FEM,C2,38
9190,1,8,7.031,FEM,ABC1,37
9191,12,1,8.395,MAS,C2,37
9192,2,4,46.031,MAS,C3,36
9193,1,8,43.936,MAS,C3,37
9194,1,5,13.773,FEM,D,36
9195,1,10,22.455,FEM,E,36
9196,1,2,27.004,FEM,D,38
9197,1,2,17.117,FEM,C3,37
9198,1,11,38.708,MAS,D,37
9199,1,12,74.784,FEM,C3,39
9200,1,11,19.157,MAS,C3,37
9201,2,4,15.516,FEM,C3,36
9202,1,10,35.768,MAS,C3,37
9203,1,3,8.085,MAS,C3,36
9204,2,4,15.568,FEM,ABC1,37
9205,1,8,23.299,FEM,ABC1,38
9206,2,2,6.358,MAS,C3,36
9207,1,2,4.546,MAS,C3,37
9208,2,5,13.725,MAS,D,37
9209,8,1,13.437,MAS,E,38
9210,6,3,3.894,MAS,D,38
9211,5,2,11.831,MAS,ABC1,38
9212,3,3,4.407,MAS,C3,39
9213,1,5,29.043,MAS,D,39
9214,1,12,44.97,FEM,E,39
9215,6,3,4.725,MAS,E,40
9216,1,9,17.682,MAS,D,38
9217,2,6,12.756,FEM,D,38
9218,1,7,6.28,FEM,C3,39
9219,1,3,21.73,MAS,E,38
9220,2,3,20.658,MAS,C3,39
9221,3,3,18.052,FEM,D,40
9222,1,1,6.79,MAS,D,38
9223,6,3,16.61,FEM,D,38
9224,10,1,12,FEM,ABC1,41
9225,3,9,38.654,MAS,C3,42
9226,3,2,2.925,FEM,E,40
9227,3,5,11.417,FEM,D,40
9228,6,3,10.154,FEM,D,38
9229,1,8,23.587,FEM,C3,38
9230,1,12,45.802,FEM,C3,38
9231,3,5,35.418,FEM,C3,38
9232,8,1,33.247,MAS,D,38
9233,1,6,33.866,FEM,D,39
9234,1,7,51.5,FEM,C3,38
9235,1,8,29.312,MAS,C3,37
9236,1,5,6.732,FEM,C3,38
9237,4,7,24.985,MAS,C2,39
9238,1,5,9.634,FEM,D,38
9239,1,10,16.284,FEM,ABC1,39
9240,1,12,54.672,MAS,C3,37
9241,1,3,37.878,MAS,C3,39
9242,1,9,24.026,FEM,C3,39
9243,3,6,31.945,FEM,C3,44
9244,1,10,11.637,FEM,C2,39
9245,2,4,16.379,MAS,D,37
9246,2,6,17.96,MAS,D,38
9247,1,12,50.759,MAS,D,39
9248,3,8,6.029,FEM,C3,42
9249,1,9,18.955,FEM,E,38
9250,2,5,27.484,MAS,C3,38
9251,1,11,36.457,FEM,E,38
9252,1,7,24.197,FEM,C3,37
9253,1,8,25.083,MAS,C3,38
9254,1,9,42.101,FEM,C3,37
9256,1,7,9.482,FEM,D,38
9257,1,11,43.875,FEM,ABC1,38
9258,3,5,13.034,MAS,D,41
9259,1,2,92.685,MAS,C3,38
9260,1,4,30.916,FEM,D,38
9261,2,1,20.11,FEM,,38
9262,4,1,6.151,FEM,C3,37
9263,2,8,21.994,FEM,,38
9264,1,3,10.335,FEM,C3,37
9265,1,8,11.744,FEM,D,39
9266,1,3,4.552,FEM,D,37
9267,2,3,3.665,MAS,E,38
9268,1,4,12.569,FEM,E,37
9269,6,4,9.647,FEM,E,38
9270,2,1,11.481,MAS,C3,37
9271,1,6,10.807,FEM,C3,37
9272,1,6,16.519,FEM,D,37
9273,3,1,12.563,MAS,D,37
9274,1,12,54.578,FEM,C3,37
9275,4,2,3.731,FEM,D,37
9276,1,4,51.284,FEM,C2,38
9277,1,3,11.14,FEM,ABC1,37
9278,2,8,21.586,FEM,C3,43
9279,1,4,12.347,FEM,D,38
9280,3,8,19.178,FEM,C3,38
9281,3,6,20.454,FEM,E,38
9282,3,1,10.723,MAS,E,37
9283,1,8,35.154,FEM,E,36
9284,7,1,3.021,FEM,,37
9285,1,8,32.875,MAS,C3,38
9286,6,1,105.454,MAS,C2,37
9287,1,12,35.14,MAS,D,49
9288,1,9,27.806,MAS,D,42
9289,1,6,5.737,FEM,E,43
9290,1,8,12.31,FEM,D,43
9291,1,10,23.473,FEM,C3,41
9292,1,10,17.709,MAS,C3,41
9293,3,5,7.595,MAS,C3,43
9294,1,2,4.282,MAS,C3,41
9295,2,3,7.748,MAS,D,43
9296,10,1,25.794,MAS,ABC1,42
9297,1,2,14.479,FEM,C3,43
9298,1,9,46.473,MAS,C3,43
9299,1,4,21.742,FEM,ABC1,43
9300,1,2,17.921,MAS,ABC1,43
9301,1,6,48.915,FEM,C3,43
9302,10,1,25.83,MAS,C3,41
9303,2,5,18.728,MAS,D,42
9304,1,9,12.059,MAS,C3,43
9305,1,6,20.262,FEM,D,42
9306,1,10,30.323,MAS,C2,42
9307,1,3,17.657,FEM,ABC1,43
9308,1,3,25.612,MAS,C3,45
9309,1,8,27.009,MAS,D,41
9310,1,10,3.875,FEM,E,42
9311,1,7,21.026,MAS,ABC1,41
9312,1,7,62.121,MAS,ABC1,42
9313,4,3,14.889,FEM,D,46
9314,1,12,92.025,FEM,C3,43
9315,1,12,42.677,MAS,D,41
9316,2,2,12.492,MAS,C3,43
9317,2,1,22.65,MAS,ABC1,42
9318,1,4,42.043,FEM,C3,42
9319,1,1,39.748,FEM,E,44
9320,1,4,10.297,FEM,C3,42
9321,1,7,23.087,MAS,ABC1,42
9322,1,9,6.106,MAS,D,42
9323,1,12,48.644,FEM,ABC1,41
9324,1,11,110.52,FEM,C3,43
9325,7,1,13.983,MAS,D,42
9326,1,10,44.929,FEM,E,42
9327,6,4,7.816,FEM,D,42
9328,1,3,30.711,MAS,D,41
9329,1,4,22.406,MAS,D,42
9330,1,6,75.247,FEM,E,41
9331,10,1,9.992,FEM,C3,41
9332,5,3,8.08,FEM,D,42
9333,1,10,30.753,MAS,C3,41
9334,1,10,27.303,FEM,C3,42
9335,11,1,8.354,FEM,ABC1,40
9336,2,7,29.407,FEM,D,41
9337,1,11,86.989,MAS,D,41
9338,1,10,32.55,FEM,D,40
9339,3,3,15.77,MAS,E,41
9341,8,1,7.749,,E,
9342,1,2,38.536,MAS,E,42
9343,6,7,13.795,FEM,D,40
9344,1,4,11.33,MAS,C3,41
9345,1,12,68.217,FEM,D,42
9346,1,12,22.808,MAS,D,41
9347,1,11,28.783,MAS,E,41
9348,4,4,2.787,MAS,D,42
9349,6,2,31.049,MAS,C3,41
9350,1,12,26.028,FEM,D,41
9351,1,5,26.44,FEM,ABC1,42
9352,1,8,17.803,FEM,D,42
9353,1,4,9.381,MAS,ABC1,40
9354,2,10,26.929,MAS,C2,41
9355,1,7,11.456,MAS,C3,41
9356,1,12,84.762,FEM,ABC1,41
9357,8,3,6.207,FEM,C3,43
9358,7,2,6.24,FEM,C3,40
9359,1,8,19.849,MAS,C3,40
9360,2,5,64.741,FEM,C3,42
9361,1,5,42.451,FEM,C3,42
9362,1,11,36.764,FEM,D,42
9363,1,8,60.003,FEM,ABC1,40
9364,1,11,14.459,FEM,E,43
9365,1,11,71.343,FEM,C3,42
9366,1,3,18.35,MAS,E,42
9367,1,3,5.731,MAS,D,41
9368,1,5,16.161,FEM,D,41
9369,1,10,21.635,MAS,C3,41
9370,1,7,22.91,MAS,D,41
9371,5,1,22.168,FEM,C3,42
9372,1,12,34.954,MAS,C3,42
9373,3,3,18.466,MAS,C3,42
9374,1,12,19.895,FEM,E,41
9375,1,5,19.058,MAS,C3,41
9376,3,3,24.026,FEM,C3,43
9377,1,9,29.089,FEM,E,43
9378,3,4,54.305,FEM,C3,42
9379,1,12,21.79,MAS,C3,41
9380,1,10,14.988,MAS,E,41
9381,9,2,6.156,FEM,D,42
9382,5,2,3.971,MAS,C2,42
9383,1,10,27.401,MAS,D,43
9384,3,3,5.418,FEM,C3,42
9385,2,2,10.662,MAS,D,42
9386,1,9,8.669,MAS,C3,41
9387,1,3,9.101,FEM,D,41
9388,7,2,10.675,MAS,C3,42
9389,2,8,7.561,MAS,D,42
9390,1,9,20.795,FEM,C2,42
9391,1,11,32.244,FEM,D,42
9392,10,1,17.635,MAS,D,43
9393,1,6,4.987,FEM,E,42
9394,4,1,3.084,FEM,D,41
9395,1,3,18.775,MAS,C2,41
9396,1,3,6.399,FEM,D,49
9397,1,12,23.602,FEM,D,43
9398,2,8,4.978,MAS,C3,42
9399,2,3,11.294,FEM,D,42
9400,4,4,28.433,FEM,E,41
9401,2,3,21.106,FEM,E,42
9402,1,7,12.607,MAS,C3,41
9403,5,1,23.273,MAS,D,41
9404,1,4,34.624,MAS,C3,42
9405,2,5,10.489,FEM,C3,40
9406,6,2,3.448,FEM,E,41
9407,4,5,11.063,MAS,D,41
9408,4,1,5.761,FEM,E,40
9409,1,2,28.055,MAS,D,42
9410,3,2,5.52,FEM,E,42
9411,1,6,10.127,FEM,D,41
9412,3,8,14.584,FEM,D,40
9413,1,12,33.489,FEM,D,41
9414,1,6,6.339,FEM,ABC1,40
9415,2,5,18.125,MAS,C3,41
9416,1,4,23.629,MAS,C3,40
9417,1,11,81.392,MAS,ABC1,41
9418,1,7,18.875,FEM,,42
9419,2,7,14.214,FEM,ABC1,40
9420,1,3,24.025,FEM,E,40
9421,1,6,23.095,MAS,E,41
9422,2,7,19.561,FEM,C3,41
9423,3,2,19.366,MAS,C3,42
9424,4,4,17.04,MAS,C3,40
9425,2,7,22.045,MAS,D,42
9426,1,2,53.659,MAS,ABC1,42
9427,2,2,6.418,FEM,E,41
9428,1,11,69.502,FEM,ABC1,40
9429,2,6,21.252,FEM,C3,41
9430,1,5,11.775,MAS,C3,41
9431,1,4,19.031,MAS,C3,41
9432,1,10,5.276,FEM,C3,41
9433,3,5,11.391,FEM,D,42
9434,1,10,29.869,FEM,E,42
9435,1,12,18.033,FEM,D,40
9436,1,12,28.533,FEM,E,42
9437,5,8,41.091,MAS,C3,40
9438,1,11,30.456,MAS,C3,41
9439,2,11,51.724,FEM,D,40
9440,1,3,19.305,FEM,C2,42
9441,3,4,26.236,MAS,C2,42
9442,1,8,8.441,FEM,C3,41
